two moon dataset
# of data : 2000

x position	y_position	class
1.142633657	2.601380705	1
1.351654468	2.858349492	1
-0.466223994	0.815463924	1
1.023387426	2.528405621	1
0.658802724	2.129427375	1
0.148013872	1.555935101	1
0.11820775	1.535591482	1
0.818083525	2.370755392	1
-0.216407525	1.169273553	1
0.148397678	1.614609037	1
1.356655857	3.073991387	1
0.167233412	1.667043943	1
1.138069649	2.857890091	1
0.599653733	2.224572561	1
0.671979542	2.332114275	1
0.044389548	1.576899294	1
-0.284104284	1.183452621	1
0.632573742	2.341931577	1
0.936432685	2.744056107	1
0.32448261	1.991192374	1
0.186288598	1.832469609	1
-0.189744074	1.366386082	1
-0.166620024	1.409710784	1
-0.135001213	1.464578507	1
0.791913571	2.691629302	1
0.992263659	2.977710804	1
-0.265273953	1.334652653	1
0.995273982	3.030157467	1
-0.029580098	1.678086632	1
-0.412145901	1.176502619	1
-0.125492186	1.579040366	1
-0.097446993	1.632548028	1
0.643135828	2.669368043	1
-0.450453641	1.17355068	1
-0.061268379	1.729925939	1
0.855150205	3.035412914	1
0.258520249	2.215412637	1
-0.012325203	1.848796997	1
-0.225813125	1.559495473	1
0.366468571	2.430565568	1
0.451673142	2.575653025	1
-0.621883095	1.025480783	1
-0.436060219	1.311191108	1
0.992720265	3.446000486	1
-0.474080345	1.281848289	1
0.133902182	2.210359642	1
0.269051848	2.435092209	1
-0.504710759	1.276152621	1
-0.669897225	1.036019491	1
0.832441369	3.371801605	1
0.303784105	2.576640528	1
0.327042278	2.635893112	1
0.391645015	2.761173817	1
-0.202997182	1.839715464	1
0.445993551	2.896857504	1
0.279742185	2.654045243	1
0.727660295	3.405181177	1
-0.730316788	1.049575586	1
-0.133839058	2.044531829	1
0.679413553	3.413240997	1
0.645926499	3.386699548	1
0.35540356	2.927124624	1
-0.492817761	1.515568798	1
0.686345347	3.544598504	1
0.284708801	2.884740091	1
-0.335510114	1.836570889	1
0.370695903	3.087210298	1
-0.34785195	1.852130052	1
0.348909877	3.104463779	1
0.48844732	3.381423013	1
-0.825866404	1.050237403	1
-0.664830094	1.354752854	1
-0.530315107	1.615409019	1
-0.355213689	1.954492015	1
-0.764341731	1.217138749	1
0.26317308	3.148092101	1
-0.746053814	1.280681594	1
-0.622621541	1.529526824	1
0.188746753	3.094815708	1
-0.62336481	1.562466136	1
-0.686180376	1.458235773	1
0.147960718	3.103846347	1
-0.650579318	1.562016551	1
0.367206616	3.598397891	1
-0.625697874	1.647423637	1
-0.530565649	1.857662815	1
0.38059106	3.728381884	1
-0.296307115	2.378112226	1
-0.575172746	1.827386062	1
-0.880319709	1.213032476	1
0.035572025	3.14913553	1
-0.629857051	1.773744902	1
0.202380283	3.56780931	1
-0.373462347	2.365509774	1
-0.054054258	3.082945916	1
-0.894146017	1.279049965	1
-0.958708749	1.15337673	1
-0.486186163	2.218702951	1
0.232035909	3.852463824	1
0.145101899	3.694781059	1
-0.123330736	3.120701731	1
0.124121738	3.722324422	1
-0.678103711	1.900847938	1
-0.548162247	2.227364319	1
-0.740143209	1.800144437	1
-0.123162169	3.290444602	1
-0.953040045	1.333428823	1
-0.469329251	2.523269332	1
-0.943229384	1.393991461	1
-0.34776143	2.881439372	1
-0.700074943	2.037268768	1
-0.957827522	1.415027443	1
-0.054170856	3.724902707	1
-0.920522088	1.549784244	1
0.003457015	3.956537738	1
-0.175363301	3.534313195	1
-0.356709187	3.097331366	1
-0.110430306	3.787741182	1
-0.501701868	2.78163195	1
-0.807496152	1.987371158	1
-0.48749495	2.888511692	1
-0.64783291	2.481107242	1
-0.88502588	1.851251627	1
-0.297179234	3.532199706	1
-0.858108839	1.979215762	1
-0.280679231	3.665546997	1
-1.044576102	1.492790186	1
-1.007062035	1.625404008	1
-0.469031925	3.243811322	1
-1.111164221	1.362484514	1
-1.154072389	1.254444686	1
-0.878559045	2.117801756	1
-0.555330765	3.147157581	1
-0.433816407	3.56853422	1
-1.022421731	1.756060089	1
-0.379361329	3.836763046	1
-0.752758983	2.681583236	1
-0.644006211	3.074716024	1
-0.950596664	2.105068596	1
-0.762864836	2.764272702	1
-0.431913531	3.922585849	1
-0.611423105	3.362955892	1
-1.150128793	1.54768438	1
-0.605928222	3.479099341	1
-0.550208008	3.726765223	1
-0.864199016	2.654920893	1
-0.596200531	3.66875651	1
-1.11865155	1.803422297	1
-0.96051555	2.423174982	1
-0.865660381	2.820192256	1
-0.92480474	2.639682641	1
-0.656303721	3.720911527	1
-0.887242098	2.874550866	1
-0.687066296	3.716370843	1
-0.999764122	2.518192227	1
-1.074476199	2.257416906	1
-1.047560219	2.409357598	1
-1.11160774	2.184337221	1
-1.204804142	1.829043222	1
-1.056504717	2.504336947	1
-0.763236611	3.832969259	1
-0.965143034	3.003737891	1
-0.851742312	3.569371139	1
-1.342971916	1.388702817	1
-0.824387605	3.826857377	1
-1.257873336	1.854455182	1
-1.377651258	1.321351844	1
-0.866783692	3.837581319	1
-0.942543295	3.536693684	1
-0.913347205	3.752930386	1
-0.872787786	4.034314307	1
-1.121621194	2.822472908	1
-1.383457722	1.500126139	1
-1.421078138	1.336436829	1
-1.371766118	1.642388955	1
-1.116004019	3.109049528	1
-1.423725061	1.433961222	1
-1.338894407	1.964021994	1
-1.188363377	2.901059863	1
-1.227265518	2.737466014	1
-1.160919202	3.211503239	1
-1.015339521	4.199292342	1
-1.474884123	1.371670899	1
-1.469751766	1.44846569	1
-1.070616267	4.146531424	1
-1.363455275	2.264014471	1
-1.287037321	2.860507525	1
-1.143005123	3.964118433	1
-1.18966351	3.733786682	1
-1.414180201	2.169554486	1
-1.298025216	3.124493646	1
-1.20295018	3.962447976	1
-1.223009056	3.921103904	1
-1.530028637	1.518928244	1
-1.342793289	3.159021086	1
-1.252583184	4.04818582	1
-1.33981833	3.404942676	1
-1.436067929	2.641243698	1
-1.329754896	3.747175483	1
-1.550952954	1.72827456	1
-1.518896443	2.128444118	1
-1.398556986	3.472583508	1
-1.500750954	2.516458753	1
-1.511872154	2.506202582	1
-1.390766433	4.020300032	1
-1.444811274	3.552280623	1
-1.522771329	2.74969945	1
-1.591235102	2.004247758	1
-1.569663005	2.411141912	1
-1.472200926	3.925036953	1
-1.492220643	3.845212204	1
-1.652712499	1.581525984	1
-1.636384756	1.964771107	1
-1.553785905	3.527332746	1
-1.61766518	2.609850906	1
-1.561627325	3.889846212	1
-1.688833936	1.578830398	1
-1.600775088	3.666064129	1
-1.627707362	3.355902828	1
-1.641526945	3.329371025	1
-1.692442451	2.272824575	1
-1.6920739	2.567344467	1
-1.739526354	1.323619849	1
-1.745889056	1.323850116	1
-1.710876633	3.078029942	1
-1.756495193	1.428036208	1
-1.760360798	1.591577317	1
-1.766163902	1.690861325	1
-1.756711808	3.232778413	1
-1.766289187	3.587813438	1
-1.778246088	3.911673059	1
-1.794418552	2.849704251	1
-1.807746305	4.226515135	1
-1.818630121	3.249451831	1
-1.824192072	2.377086709	1
-1.851424202	3.97194359	1
-1.858835706	3.457335519	1
-1.862587964	2.918265574	1
-1.844900555	1.496309192	1
-1.916081953	4.220831787	1
-1.853944052	1.317608044	1
-1.948766134	4.278137137	1
-1.904626827	2.467462579	1
-1.962984419	3.804789189	1
-1.973491388	3.711230499	1
-1.99485801	3.88710927	1
-2.008262917	3.864134278	1
-2.032266498	4.061308793	1
-2.036127389	3.846613409	1
-2.055862786	3.944574614	1
-1.918664137	1.337384555	1
-1.962872082	1.95266737	1
-1.9674452	1.893774578	1
-2.129273254	4.162628951	1
-2.022987605	2.446213635	1
-2.151212029	4.043790566	1
-2.127082206	3.536877609	1
-2.053082133	2.449231609	1
-2.205289528	4.152081947	1
-2.10674641	2.838163063	1
-2.016130768	1.705040112	1
-2.095595318	2.477186898	1
-2.241921439	3.893314736	1
-2.089086541	2.208768339	1
-2.218961984	3.384990138	1
-2.200990956	3.092229059	1
-2.234849553	3.292333848	1
-2.14284295	2.35825014	1
-2.191494111	2.695742935	1
-2.231841952	2.944931619	1
-2.169365501	2.335861044	1
-2.236451006	2.795523575	1
-2.41490386	4.101872741	1
-2.153387606	1.992423396	1
-2.345757247	3.359097441	1
-2.313157551	3.027830719	1
-2.297985988	2.835287269	1
-2.206651116	2.122592009	1
-2.38867065	3.296906215	1
-2.383310731	3.175921079	1
-2.237749812	2.147828858	1
-2.426316808	3.290953375	1
-2.537262431	3.903346643	1
-2.563028585	3.970127457	1
-2.571325686	3.929380481	1
-2.144533891	1.328471026	1
-2.515677336	3.434801646	1
-2.569901611	3.666329007	1
-2.270409684	1.919626186	1
-2.241579953	1.715390394	1
-2.690736059	4.087075903	1
-2.619086951	3.626318619	1
-2.300831442	1.900560587	1
-2.616424631	3.468636643	1
-2.239187257	1.50567768	1
-2.246579648	1.506550097	1
-2.425190837	2.33986786	1
-2.788528844	4.031077428	1
-2.322978151	1.764229003	1
-2.738029868	3.652473841	1
-2.394433401	2.016670513	1
-2.237728065	1.270797171	1
-2.672160303	3.169229451	1
-2.315418472	1.553528737	1
-2.679142594	3.088953554	1
-2.82141617	3.640093444	1
-2.740408473	3.240275511	1
-2.483390905	2.124022273	1
-2.782527169	3.305027069	1
-2.760779001	3.163825149	1
-2.962576886	3.913366139	1
-2.963016538	3.854616031	1
-2.543776313	2.175037139	1
-2.560244893	2.201040247	1
-2.898290362	3.437888568	1
-3.018668334	3.833871298	1
-2.857967428	3.18720228	1
-2.573715045	2.10792003	1
-2.365306108	1.326667319	1
-2.480153052	1.709103189	1
-3.147672691	4.016682998	1
-2.714940273	2.464468494	1
-3.027775273	3.496949142	1
-2.745270175	2.493944706	1
-2.991818207	3.280950049	1
-2.519194421	1.675066828	1
-2.942744009	3.03145095	1
-2.453064452	1.408771303	1
-2.85085421	2.655868488	1
-3.165535448	3.613182666	1
-2.411379182	1.210206633	1
-2.994252292	2.991323469	1
-2.481593779	1.384339897	1
-3.302995458	3.847756493	1
-3.22531501	3.567621144	1
-3.227445241	3.52968425	1
-3.185969594	3.364554091	1
-3.132961101	3.169223662	1
-3.245787551	3.454260003	1
-3.358046576	3.731874	1
-2.991027832	2.654137603	1
-2.71121844	1.840779544	1
-2.485872699	1.193678988	1
-2.878871389	2.249735388	1
-3.064552823	2.72398953	1
-2.959968713	2.410675454	1
-3.145400306	2.873577569	1
-2.610096893	1.43138358	1
-2.98494485	2.38833822	1
-3.573544943	3.879304572	1
-2.790100275	1.832766279	1
-3.262626078	3.007108519	1
-2.71582721	1.600003542	1
-2.898362115	2.033379237	1
-2.624195567	1.332590591	1
-2.839236568	1.839947634	1
-3.063384867	2.360283469	1
-3.377646139	3.087701076	1
-3.631011641	3.657338787	1
-2.658156682	1.324344867	1
-3.007929758	2.124687518	1
-2.912420169	1.878879823	1
-3.675204345	3.609894645	1
-2.754694756	1.475505918	1
-3.511290554	3.166505564	1
-3.800260861	3.781276718	1
-2.697026703	1.29278955	1
-3.400038742	2.824908368	1
-3.345032834	2.675485714	1
-2.702678228	1.255835644	1
-3.710503483	3.405511752	1
-3.587552435	3.109932105	1
-3.689083397	3.29362354	1
-3.386080916	2.625960696	1
-3.841508751	3.546554567	1
-3.399952673	2.601443588	1
-3.515599911	2.811893361	1
-3.29162624	2.329220261	1
-2.972456379	1.662271102	1
-4.033341692	3.764438036	1
-3.049464007	1.778164016	1
-3.011449567	1.684087059	1
-3.98801098	3.572600311	1
-3.169354565	1.953382959	1
-3.938986171	3.412900769	1
-3.183863263	1.940610746	1
-3.3648689	2.263292865	1
-3.447934227	2.396963617	1
-3.510932586	2.491116749	1
-3.479225391	2.408465564	1
-2.850957003	1.23091321	1
-3.627661611	2.63294048	1
-3.660058104	2.666861363	1
-3.333203752	2.054725393	1
-3.577558315	2.47025756	1
-3.393095853	2.120441906	1
-2.801416407	1.059975442	1
-3.743421718	2.690685325	1
-3.902197717	2.941113254	1
-3.99852337	3.080448791	1
-3.511293165	2.22145756	1
-3.230288912	1.724224712	1
-3.172624046	1.609859076	1
-4.188989005	3.291567323	1
-3.841947476	2.687503493	1
-2.877519115	1.074909873	1
-3.443433478	1.988002447	1
-4.233035637	3.251500967	1
-3.46283498	1.981689968	1
-4.218677309	3.173402764	1
-4.216865697	3.143544365	1
-3.541893964	2.050900688	1
-3.667122279	2.228254136	1
-4.37498497	3.310535155	1
-4.364638125	3.26692506	1
-3.57788713	2.031120373	1
-4.018605259	2.684805848	1
-3.174489152	1.382669043	1
-2.907059476	0.966031121	1
-3.893687898	2.429429271	1
-4.257490504	2.948327028	1
-4.34412104	3.051421938	1
-3.098180534	1.201327071	1
-3.714987303	2.085854587	1
-4.134042611	2.672711485	1
-3.642136846	1.944095138	1
-3.26537522	1.389274833	1
-4.131428521	2.601923397	1
-3.786589411	2.094844422	1
-4.48635181	3.054251585	1
-3.473272989	1.622974476	1
-4.031899948	2.378049232	1
-3.723611006	1.935404031	1
-4.373988775	2.80325288	1
-3.975387122	2.241317561	1
-3.027454745	0.948757855	1
-3.596185725	1.696922676	1
-4.364280541	2.699577544	1
-4.239404346	2.512957234	1
-3.840448105	1.970013252	1
-3.110524684	1.003745124	1
-4.493148645	2.778532139	1
-4.4995326	2.764217397	1
-4.402960058	2.618710708	1
-4.490640869	2.708374422	1
-3.196172262	1.05721319	1
-4.592760554	2.792344907	1
-4.077641781	2.129898084	1
-3.747646531	1.704370062	1
-4.259462315	2.316760724	1
-3.761157735	1.690156555	1
-3.227993324	1.029245356	1
-3.173915389	0.953142977	1
-4.347075081	2.34519715	1
-4.89688262	2.978957627	1
-4.89205709	2.949866133	1
-3.887890203	1.748890587	1
-4.629375032	2.597519115	1
-4.145356129	2.016084978	1
-4.993660524	2.975053076	1
-4.556840404	2.452312351	1
-4.947758784	2.87654873	1
-4.683568979	2.555669781	1
-4.26727019	2.068063969	1
-3.389272874	1.071777909	1
-4.21736421	1.977972932	1
-4.156803761	1.894433671	1
-3.54587713	1.209807263	1
-3.596308485	1.252607941	1
-4.419036831	2.129016241	1
-4.721505988	2.435895999	1
-3.399513395	1.006102061	1
-4.597511641	2.265189108	1
-3.300607963	0.880564088	1
-4.684129713	2.31873448	1
-3.708380365	1.284911345	1
-3.257349588	0.806283231	1
-4.488168224	2.061001443	1
-4.289281242	1.840691347	1
-3.229571575	0.749946403	1
-5.000151774	2.525410286	1
-4.001993033	1.505458103	1
-3.78362822	1.274293235	1
-4.918933563	2.384792313	1
-4.277767747	1.735278527	1
-4.888806237	2.316800907	1
-4.252933581	1.680725417	1
-3.342887516	0.788074951	1
-4.419946698	1.811015518	1
-3.391329249	0.815593225	1
-4.032518835	1.412917653	1
-3.635863666	1.026600048	1
-3.558415154	0.943370797	1
-4.300926313	1.622612199	1
-4.740464415	2.013639291	1
-3.796819723	1.131192696	1
-3.709056866	1.039688765	1
-4.814716976	2.029952802	1
-4.587395388	1.808195313	1
-5.028852996	2.187110484	1
-4.160137034	1.397020947	1
-3.309829399	0.633035745	1
-3.546677422	0.832402425	1
-3.517104387	0.796927456	1
-5.037757251	2.104722421	1
-5.119609725	2.15740417	1
-4.428047567	1.547782562	1
-4.109368788	1.262673545	1
-5.026986122	2.025101803	1
-3.5954808	0.806587277	1
-4.175457046	1.280548732	1
-5.270920639	2.175442337	1
-5.580577588	2.411977526	1
-4.309383269	1.352391388	1
-4.593000173	1.56973675	1
-3.43039962	0.616455753	1
-3.372630429	0.561661244	1
-5.025456197	1.871030416	1
-3.779483884	0.867703701	1
-4.927953988	1.761297796	1
-5.119396758	1.895078433	1
-3.917114694	0.944442996	1
-4.13721314	1.103646166	1
-4.073939854	1.043435678	1
-4.365459245	1.25416498	1
-3.608156644	0.668347485	1
-4.262569815	1.15143342	1
-5.379448404	1.973558451	1
-3.75054914	0.747368777	1
-3.75593504	0.741849803	1
-5.331990959	1.886562045	1
-5.401980939	1.92045523	1
-5.509869823	1.981144245	1
-5.050184705	1.633402969	1
-5.43268498	1.890738134	1
-5.330202915	1.800939953	1
-4.041330724	0.877287835	1
-4.62027616	1.271476087	1
-4.775320601	1.365959598	1
-4.258771039	0.995850189	1
-4.310730911	1.020061278	1
-4.960802994	1.450841449	1
-5.72588294	1.953433743	1
-3.823525414	0.658413715	1
-5.049254418	1.466466661	1
-5.659089048	1.855584457	1
-4.822572925	1.287977486	1
-5.374514509	1.634924828	1
-4.686733674	1.172731386	1
-4.869385371	1.277537482	1
-4.307209863	0.904205358	1
-3.612215472	0.451506373	1
-5.458730287	1.608687975	1
-5.315687543	1.502999367	1
-5.509552255	1.608264648	1
-5.661735765	1.686147228	1
-5.98908083	1.870244202	1
-4.183131159	0.751893517	1
-3.557182157	0.362979286	1
-3.764183792	0.479780384	1
-4.505647426	0.913581577	1
-3.569748705	0.347903894	1
-5.463170686	1.453507502	1
-4.526249317	0.891194406	1
-4.829671694	1.055539226	1
-5.884667578	1.649728214	1
-4.704331772	0.958599487	1
-4.376314594	0.760551291	1
-3.728545063	0.385321348	1
-5.961507102	1.624757345	1
-5.606851467	1.410954789	1
-4.109071381	0.57093612	1
-5.408949873	1.271640369	1
-4.121916766	0.559043916	1
-5.398682433	1.236742086	1
-3.601534058	0.262257253	1
-5.771437314	1.405246961	1
-5.739740001	1.372599754	1
-5.793492541	1.384869954	1
-5.584950635	1.260875127	1
-5.710350926	1.310269239	1
-4.627944249	0.742590261	1
-5.951293172	1.401231144	1
-5.875804386	1.346945898	1
-5.15695562	0.972727874	1
-4.416955399	0.593738331	1
-5.114981742	0.925867582	1
-5.517037165	1.10858123	1
-4.684696438	0.692390955	1
-4.110927707	0.406496285	1
-5.084929406	0.860178961	1
-6.11823377	1.334329186	1
-5.141874573	0.861541503	1
-6.243227129	1.359166532	1
-4.251407018	0.426727458	1
-4.495106751	0.528486808	1
-3.730079155	0.172450786	1
-3.826815179	0.208512939	1
-4.047594398	0.299000134	1
-5.415526768	0.893415113	1
-4.540116507	0.497332706	1
-3.82712764	0.178200547	1
-6.224994259	1.200509448	1
-4.497881602	0.448688913	1
-6.073054637	1.103504776	1
-4.523434322	0.439388205	1
-5.826574404	0.969716413	1
-3.834711006	0.13625294	1
-4.748866743	0.5011391	1
-5.767599863	0.901563205	1
-4.698361999	0.459367821	1
-4.867128949	0.515701334	1
-4.112653463	0.208249147	1
-6.383922678	1.083627317	1
-4.788485616	0.452027053	1
-4.383724559	0.286675019	1
-6.031160506	0.900571226	1
-6.463740523	1.047463323	1
-4.851857368	0.432572773	1
-5.004780227	0.47787102	1
-6.190026174	0.897838855	1
-6.021083484	0.821333192	1
-5.248855897	0.530771614	1
-5.763903958	0.700536366	1
-5.957681896	0.754311706	1
-4.61105691	0.273366231	1
-6.219480045	0.81475677	1
-6.203528543	0.793831356	1
-5.136495065	0.420168727	1
-4.263905644	0.118599754	1
-5.434504317	0.494837568	1
-4.82079698	0.282566796	1
-5.956784258	0.637626156	1
-5.059820056	0.337687496	1
-5.011031697	0.311046863	1
-3.896648966	-0.047075061	1
-4.606508517	0.164312638	1
-3.767059244	-0.100976272	1
-4.917231089	0.238580991	1
-5.59863615	0.43073187	1
-4.310662639	0.038756616	1
-4.189115843	-0.005164367	1
-5.727194476	0.428778467	1
-6.557233763	0.651171879	1
-5.597181226	0.365600292	1
-5.576339416	0.34695189	1
-6.158545818	0.493615544	1
-5.919634919	0.414273437	1
-4.703942925	0.075662727	1
-6.027771413	0.415034354	1
-4.873718597	0.100334075	1
-6.421597336	0.487863937	1
-6.2116163	0.419115681	1
-4.909925032	0.078508489	1
-4.925226762	0.071903264	1
-4.167830301	-0.123061289	1
-3.900275786	-0.195244453	1
-5.280548922	0.124905248	1
-4.004016952	-0.184953338	1
-6.192607496	0.311931105	1
-4.19535924	-0.156104588	1
-4.811233075	-0.02621364	1
-4.545430635	-0.094748542	1
-4.707381399	-0.068625943	1
-5.49291196	0.089809141	1
-4.75141305	-0.078475917	1
-4.34648326	-0.172105801	1
-5.224832152	-0.001247002	1
-4.74435635	-0.108914808	1
-6.292760141	0.187241501	1
-5.58464707	0.035043316	1
-6.631918529	0.222682673	1
-4.871293411	-0.123523455	1
-6.172388611	0.106463813	1
-4.15653049	-0.273008853	1
-4.226376831	-0.268229428	1
-6.009239967	0.035380207	1
